Plant species;Replicate;Date;Time;Total
Schinus terebonthifolius;2;23-Jul;15:00;0
Schinus terebonthifolius;2;24-Jul;10:30;0
Schinus terebonthifolius;2;24-Jul;15:00;0
Schinus terebonthifolius;2;25-Jul;10:00;0
Schinus terebonthifolius;2;25-Jul;15:00;0
Schinus terebonthifolius;2;26-Jul;10:00;0
Schinus terebonthifolius;3;15-Jul;15:00;20
Schinus terebonthifolius;3;16-Jul;10:00;4
Schinus terebonthifolius;3;16-Jul;16:00;8
Schinus terebonthifolius;3;17-Jul;10:00;4
Schinus terebonthifolius;3;17-Jul;15:00;2
Schinus terebonthifolius;3;18-Jul;10:00;3
Schinus terebonthifolius;3;18-Jul;15:00;2
Schinus terebonthifolius;3;19-Jul;10:00;3
Schinus terebonthifolius;3;20-Jul;10:00;0
Schinus terebonthifolius;3;20-Jul;16:00;0
Schinus terebonthifolius;3;21-Jul;9:00;0
Schinus terebonthifolius;3;21-Jul;16:00;0
Schinus terebonthifolius;3;22-Jul;10:00;0
Schinus terebonthifolius;3;22-Jul;16:00;0
Schinus terebonthifolius;3;23-Jul;10:00;0
Schinus terebonthifolius;3;23-Jul;15:00;0
Schinus terebonthifolius;3;24-Jul;10:30;0
Schinus terebonthifolius;3;24-Jul;15:00;0
Schinus terebonthifolius;3;25-Jul;10:00;0
Schinus terebonthifolius;3;25-Jul;15:00;0
Schinus terebonthifolius;3;26-Jul;10:00;0
Schinus terebonthifolius;3;26-Jul;16:00;0
Schinus terebonthifolius;3;27-Jul;10:00;0
Schinus terebonthifolius;3;27-Jul;14:30;0
Schinus terebonthifolius;3;28-Jul;10:00;0
Schinus terebonthifolius;3;28-Jul;16:00;0
Schinus terebonthifolius;3;29-Jul;10:00;0
Schinus terebonthifolius;4;16-Jul;10:00;20
Schinus terebonthifolius;4;16-Jul;16:00;9
Schinus terebonthifolius;4;17-Jul;10:00;7
Schinus terebonthifolius;4;17-Jul;15:00;5
Schinus terebonthifolius;4;18-Jul;10:00;4
Schinus terebonthifolius;4;18-Jul;15:00;2
Schinus terebonthifolius;4;19-Jul;10:00;2
Schinus terebonthifolius;4;20-Jul;10:00;1
Schinus terebonthifolius;4;20-Jul;16:00;3
Schinus terebonthifolius;4;21-Jul;9:00;1
Schinus terebonthifolius;4;21-Jul;16:00;1
Schinus terebonthifolius;4;22-Jul;10:00;2
Schinus terebonthifolius;4;22-Jul;16:00;1
Schinus terebonthifolius;4;23-Jul;10:00;0
Schinus terebonthifolius;4;23-Jul;15:00;0
Schinus terebonthifolius;4;24-Jul;10:30;2
Schinus terebonthifolius;4;24-Jul;15:00;0
Schinus terebonthifolius;4;25-Jul;10:00;0
Schinus terebonthifolius;4;25-Jul;15:00;0
Schinus terebonthifolius;4;26-Jul;10:00;0
Schinus terebonthifolius;4;26-Jul;16:00;0
Schinus terebonthifolius;4;27-Jul;10:00;0
Schinus terebonthifolius;4;27-Jul;14:30;2
Schinus terebonthifolius;4;28-Jul;10:00;1
Schinus terebonthifolius;4;28-Jul;16:00;0
Schinus terebonthifolius;4;29-Jul;10:00;1
Schinus terebonthifolius;4;29-Jul;15:00;0
Schinus terebonthifolius;4;30-Jul;10:00;1
Schinus terebonthifolius;4;30-Jul;15:00;0
Schinus terebonthifolius;4;31-Jul;9:30;0
Schinus terebonthifolius;4;31-Jul;15:00;0
Schinus terebonthifolius;4;1-Aug;10:00;0
Schinus terebonthifolius;4;1-Aug;16:00;0
Schinus terebonthifolius;4;2-Aug;10:00;0
Schinus terebonthifolius;5;18-Jul;10:00;20
Schinus terebonthifolius;5;18-Jul;15:00;11
Schinus terebonthifolius;5;19-Jul;10:00;14
Schinus terebonthifolius;5;20-Jul;10:00;11
Schinus terebonthifolius;5;20-Jul;16:00;7
Schinus terebonthifolius;5;21-Jul;9:00;10
Schinus terebonthifolius;5;21-Jul;16:00;8
Schinus terebonthifolius;5;22-Jul;10:00;6
Schinus terebonthifolius;5;22-Jul;10:00;6
Schinus terebonthifolius;5;22-Jul;16:00;11
Schinus terebonthifolius;5;23-Jul;10:00;8
Schinus terebonthifolius;5;23-Jul;15:00;4
Schinus terebonthifolius;5;24-Jul;10:30;5
Schinus terebonthifolius;5;24-Jul;15:00;6
Schinus terebonthifolius;5;25-Jul;10:00;1
Schinus terebonthifolius;5;25-Jul;15:00;6
Schinus terebonthifolius;5;26-Jul;10:00;4
Schinus terebonthifolius;5;26-Jul;16:00;4
Schinus terebonthifolius;5;27-Jul;10:00;5
Schinus terebonthifolius;5;27-Jul;14:30;4
Schinus terebonthifolius;5;28-Jul;10:00;3
Schinus terebonthifolius;5;28-Jul;16:00;3
Schinus terebonthifolius;5;29-Jul;10:00;5
Schinus terebonthifolius;5;29-Jul;15:00;2
Schinus terebonthifolius;5;30-Jul;10:00;2
Schinus terebonthifolius;5;30-Jul;15:00;1
Schinus terebonthifolius;5;31-Jul;9:30;1
Schinus terebonthifolius;5;31-Jul;15:00;2
Schinus terebonthifolius;5;1-Aug;10:00;2
Schinus terebonthifolius;5;1-Aug;16:00;1
Schinus terebonthifolius;5;2-Aug;10:00;3
Schinus terebonthifolius;5;2-Aug;15:30;2
Schinus terebonthifolius;5;3-Aug;11:00;4
Schinus terebonthifolius;5;3-Aug;16:00;5
Schinus terebonthifolius;5;4-Aug;16:00;2
Schinus terebonthifolius;5;5-Aug;10:00;3
Schinus terebonthifolius;5;5-Aug;16:00;3
Schinus terebonthifolius;5;6-Aug;10:00;2
Schinus terebonthifolius;5;6-Aug;16:00;0
Schinus terebonthifolius;5;7-Aug;10:00;0
Schinus terebonthifolius;5;7-Aug;15:00;0
Schinus terebonthifolius;5;8-Aug;11:00;0
Schinus terebonthifolius;5;8-Aug;16:00;0
Schinus terebonthifolius;5;9-Aug;10:00;0
Schinus terebonthifolius;6;18-Jul;10:00;20
Schinus terebonthifolius;6;18-Jul;15:00;11
Schinus terebonthifolius;6;19-Jul;10:00;7
Schinus terebonthifolius;6;20-Jul;10:00;2
Schinus terebonthifolius;6;20-Jul;16:00;4
Schinus terebonthifolius;6;21-Jul;9:00;3
Schinus terebonthifolius;6;21-Jul;16:00;2
Schinus terebonthifolius;6;22-Jul;10:00;4
Schinus terebonthifolius;6;22-Jul;16:00;2
Schinus terebonthifolius;6;23-Jul;10:00;4
Schinus terebonthifolius;6;23-Jul;15:00;5
Schinus terebonthifolius;6;24-Jul;10:30;3
Schinus terebonthifolius;6;24-Jul;15:00;3
Schinus terebonthifolius;6;25-Jul;10:00;1
Schinus terebonthifolius;6;25-Jul;15:00;2
Schinus terebonthifolius;6;26-Jul;10:00;1
Schinus terebonthifolius;6;26-Jul;16:00;0
Schinus terebonthifolius;6;27-Jul;10:00;3
Schinus terebonthifolius;6;27-Jul;14:30;3
Schinus terebonthifolius;6;28-Jul;10:00;2
Schinus terebonthifolius;6;28-Jul;16:00;0
Schinus terebonthifolius;6;29-Jul;10:00;1
Schinus terebonthifolius;6;29-Jul;15:00;0
Schinus terebonthifolius;6;30-Jul;10:00;0
Schinus terebonthifolius;6;30-Jul;15:00;1
Schinus terebonthifolius;6;31-Jul;9:30;0
Schinus terebonthifolius;6;31-Jul;15:00;0
Schinus terebonthifolius;6;1-Aug;10:00;1
Schinus terebonthifolius;6;1-Aug;16:00;0
Schinus terebonthifolius;6;2-Aug;10:00;0
Schinus terebonthifolius;6;2-Aug;15:30;0
Schinus terebonthifolius;6;3-Aug;11:00;0
Toxicodendron radicans;1;14-Jul;16:00;20
Toxicodendron radicans;1;15-Jul;9:00;3
Toxicodendron radicans;1;15-Jul;16:00;0
Toxicodendron radicans;1;16-Jul;10:00;0
Toxicodendron radicans;1;16-Jul;16:00;1
Toxicodendron radicans;1;17-Jul;10:00;0
Toxicodendron radicans;1;17-Jul;15:00;0
Toxicodendron radicans;1;18-Jul;10:00;0
Toxicodendron radicans;1;18-Jul;15:00;0
Toxicodendron radicans;1;19-Jul;10:00;0
Toxicodendron radicans;2;14-Jul;16:.00;20
Toxicodendron radicans;2;15-Jul;9:00;7
Toxicodendron radicans;2;15-Jul;16:00;3
Toxicodendron radicans;2;16-Jul;10:00;0
Toxicodendron radicans;2;16-Jul;16:00;0
Toxicodendron radicans;2;17-Jul;10:00;0
Toxicodendron radicans;2;17-Jul;15:00;0
Toxicodendron radicans;2;18-Jul;10:00;0
Toxicodendron radicans;3;14-Jul;16:00;20
Toxicodendron radicans;3;15-Jul;9:00;11
Toxicodendron radicans;3;15-Jul;16:00;4
Toxicodendron radicans;3;16-Jul;10:00;1
Toxicodendron radicans;3;16-Jul;16:00;0
Toxicodendron radicans;3;17-Jul;10:00;0
Toxicodendron radicans;3;17-Jul;15:00;0
Toxicodendron radicans;3;18-Jul;10:00;0
Toxicodendron radicans;3;18-Jul;15:00;0
Toxicodendron radicans;3;19-Jul;10:00;0
Toxicodendron radicans;4;14-Jul;16:00;20
Toxicodendron radicans;4;15-Jul;9:00;5
Toxicodendron radicans;4;15-Jul;16:00;2
Toxicodendron radicans;4;16-Jul;10:00;1
Toxicodendron radicans;4;16-Jul;16:00;0
Toxicodendron radicans;4;17-Jul;10:00;0
Toxicodendron radicans;4;17-Jul;15:00;0
Toxicodendron radicans;4;18-Jul;10:00;0
Toxicodendron radicans;4;18-Jul;15:00;0
Toxicodendron radicans;4;19-Jul;10:00;0
Toxicodendron radicans;5;18-Jul;10:00;20
Toxicodendron radicans;5;18-Jul;15:00;6
Toxicodendron radicans;5;19-Jul;10:00;5
Toxicodendron radicans;5;20-Jul;10:00;0
Toxicodendron radicans;5;20-Jul;16:00;0
Toxicodendron radicans;5;21-Jul;9:00;0
Toxicodendron radicans;5;21-Jul;16:00;0
Toxicodendron radicans;5;22-Jul;10:00;0
Toxicodendron radicans;5;22-Jul;10:00;0
Toxicodendron radicans;6;19-Jul;15:00;20
Toxicodendron radicans;6;20-Jul;10:00;10
Toxicodendron radicans;6;20-Jul;16:00;5
Toxicodendron radicans;6;21-Jul;9:00;2
Toxicodendron radicans;6;21-Jul;16:00;0
Toxicodendron radicans;6;22-Jul;10:00;0
Toxicodendron radicans;6;22-Jul;16:00;0
Toxicodendron radicans;6;23-Jul;10:00;0
Toxicodendron radicans;6;23-Jul;15:00;0
Toxicodendron radicans;6;24-Jul;10:30;0
